;M;;;;;;;;;;;;;;;;
M;;M;;;;;;;;;;;;;;;
;M;;M;M;;M;;;;;;;;;;;
;;M;;M;M;;;;;;;;;;;;
;;M;M;;;;;;;;;;;;;;
;;;M;;;;;;;;;;;;;M;
;;M;;;;;;I;;;;;;;;;
;;;;;;;;I;;;;;;;;;
;;;;;;;;;;;;;;;;E;E
;;;;;;;;;;M;;;;;;;
;;;;;;;;;M;;M;;;;;;
;;;;;;;;;;M;;M;M;;M;;
;;;;;;;;;;;M;;M;M;;;
;;;;;;;;;;;M;M;;;;;
;;;;;;;;;;;;M;;;;;M
;;;;;;;;I;;;M;;;;;;
;;;;;M;;;;;;;;;;;;
;;;;;;;;;;;;;;M;;;
;;;;;;;;E;;;;;;;;E;E
