;0,292085541;0,285236439;0,087939933;0,075167296;0,057955226;0,011220642;0,008799882;0,007922061;0,045206603;0,024647188;0,041055991;0,051642016;0,074534635;0,024911424
0,170134257;;0,683682749;0,150301818;0,150195297;0,106108111;0,016719013;0,008968474;0,008710631;0,068857846;0,034728053;0,040288272;0,079087448;0,127163702;0,035732633
0,005500474;0,061456753;;0,027338272;0,01827336;0,013123851;0,001686096;0,000897346;0,000867093;0,005582763;0,003074114;0,003596437;0,0065866;0,009767729;0,00300322
0,003707648;0,013687114;0,027738226;;0,016970061;0,021409072;0,001534384;0,000726096;0,000698169;0,003075876;0,002149475;0,002624294;0,003976055;0,004979576;0,001870681
0,019096314;0,064694348;0,09163499;0,081103538;;0,121518469;0,011165885;0,003469533;0,00344241;0,024679868;0,018244909;0,023441797;0,038281411;0,041711268;0,014957326
0,002101725;0,009368227;0,01324623;0,021373208;0,025509259;;0,002172595;0,000870681;0,000835955;0,003228519;0,002639921;0,003392201;0,004808272;0,005313668;0,00204226
0,021633868;0,010701404;0,011520524;0,009374954;0,013957604;0,012935487;;0,005485419;0,005220735;0,009339146;0,018390268;0,024855396;0,014725624;0,011986453;0,00867406
0,006888923;0,005891043;0,006029153;0,004693776;0,005439877;0,005598575;0,005419008;;0,725603115;0,005899455;0,00677718;0,006951942;0,006774003;0,00684931;0,005345963
0,008036345;0,007167821;0,007337887;0,005722717;0,006659119;0,006825359;0,006635921;0,931165832;;0,007303617;0,008399661;0,008595752;0,008365639;0,008464489;0,006640653
0,027246065;0,042360497;0,042879599;0,021702288;0,032269789;0,02280317;0,010687529;0,005468489;0,005453861;;0,048673778;0,045657841;0,119744204;0,20789464;0,104970899
0,020169636;0,020266234;0,022016787;0,013401275;0,021401984;0,016066211;0,017476706;0,005420079;0,005393028;0,043009913;;0,171437418;0,071227534;0,046276007;0,061546255
0,034666749;0,036605674;0,038735115;0,026142934;0,046307703;0,034000085;0,040899154;0,010401154;0,010192551;0,06727947;0,302804173;;0,151776581;0,084566912;0,068671635
0,034186665;0,060907687;0,060705346;0,034707615;0,064689843;0,041726745;0,021586161;0,008981671;0,008788623;0,156134704;0,106004463;0,13132039;;0,278373816;0,084724806
0,012586245;0,029375468;0,027808086;0,013574632;0,021697839;0,014673977;0,00541618;0,002501564;0,002502462;0,082991585;0,02076067;0,022769756;0,083766951;;0,026012402
0,010553955;0,015370322;0,016182075;0,009134285;0,013715758;0,009879727;0,006988569;0,003770699;0,003706462;0,075503133;0,050125223;0,032852117;0,046403417;0,046021322;
