"CLUSTER LEVEL 0","ELEMENT NAME","HIERARCHY ID","1.01","1.02","1.03","1.04","1.05","1.06","1.07","1.08","1.09","1.10","1.11","1.12","1.13","1.14","1.15",
"SYSTEM","Wheel front axle","1.01"," ","0.6380333869320709","0.6457038307492406","0.6413251375059947","0.6431653950722314","0.6419427085034338","0.6459073704710642","0.6420775540343748","0.6422396677851082","0.750780566679303","0.661322628488192","0.6621083692313394","0.7640784072545224","0.662611645354675","0.6646947375660739",
"SYSTEM","Hub front axle","1.02","0.8005655327941105"," ","0.8054229075278204","0.8052919934388131","0.8037412398697089","0.804460751070628","0.8015781976213796","0.8010080323928355","0.8010114501360553","0.8033451644116996","0.8024902111039921","0.802645880109214","0.8037968044353984","0.8040500204898537","0.8025204568666906",
"SYSTEM","Steering knuckle front axle","1.03","0.20073470260611972","0.20056560785612662"," ","0.20163322236911013","0.2014442606200099","0.2016413166050652","0.20052702344184448","0.20034526016819126","0.20034631292596572","0.20106206284131756","0.20075001291588232","0.20081952807148207","0.20120626653621532","0.2014162791631711","0.2007555158428451",
"SYSTEM","Knuckle arm front axle","1.04","0.2008337951244789","0.20100760277906515","0.2015634056676488"," ","0.20073944241682132","0.2009103629729201","0.20030930550466872","0.20021727094083544","0.20021866768011395","0.2006251529652156","0.20046702720654788","0.20050445854723034","0.2007068539598596","0.20082547051682617","0.20046235367814008",
"SYSTEM","Frame front axle","1.05","0.7031004082234351","0.7033328804818358","0.7065632832360159","0.7034323691836474"," ","0.7022601262735353","0.7010260257422269","0.7008030836749465","0.7008097679395429","0.7030578334426076","0.7023005901507448","0.7022420348285691","0.7030963946875531","0.7037718412313241","0.7022493946088147",
"SYSTEM","Tie rod front axle","1.06","0.20066909433309596","0.20090899958020725","0.20149322943474737","0.2009061211433876","0.20048612156313184"," ","0.20024944741647768","0.20016851075058117","0.20017029781244872","0.2006079252080281","0.2004688459874134","0.20048742696762276","0.20068599244066115","0.2007916768824027","0.20044739833132824",
"SYSTEM","Angle sensor front axle","1.07","0.2001276959324925","0.20018562693776293","0.20025133716355295","0.20016540144752468","0.20015442194306274","0.20017017157443248"," ","0.20004974215746546","0.20005037891419522","0.20021336751072086","0.20022987100367626","0.20018927384614243","0.20025197236547632","0.20026394321328986","0.2001803898370938",
"SYSTEM","Speedometer","1.08","0.20007540060678822","0.20009825239049114","0.20012653351395862","0.20007868200834758","0.20007849643227527","0.2000792448260059","0.2000434637466152"," ","0.20000459689937294","0.20009213058385505","0.20008791115835925","0.20008831565151933","0.2001064587348199","0.2001151532839242","0.20007644508087394",
"SYSTEM","ECU","1.09","0.20007505111229934","0.20009958661870225","0.20012812601443736","0.20007965354555676","0.20007957494325235","0.20008023058062216","0.20004403318628602","0.20000462119962573"," ","0.20009332081719236","0.20008879866297857","0.20008941190187252","0.2001080218486614","0.20011697183889943","0.20007719576712504",
"SYSTEM","Hydraulic oil reservoir","1.10","0.7026618570516575","0.7039848656883447","0.7048316906317043","0.7031761363869616","0.7036689921562519","0.7032655863963746","0.7020924436227687","0.7012813939267603","0.7012873254849809"," ","0.7042168150514161","0.7045497374965846","0.7056372044079181","0.704564018768611","0.7029000467191674",
"SYSTEM","Steering actuation cylinder front axle","1.11","0.635249609797657","0.6359835469179698","0.6362245382057441","0.63542688433033","0.6358419593918109","0.6355904880861958","0.6347953207548925","0.6341741044283417","0.6341768003267555","0.6372488186042039"," ","0.6350108220800376","0.6377773672393102","0.6382961684787578","0.6361119367580261",
"SYSTEM","Servo valve front axle","1.12","0.7019612242232279","0.70273679445104","0.703141018553409","0.7021816138470189","0.702378988813253","0.7022788546089783","0.7011160556071623","0.7008149873390297","0.7008223593636752","0.7041195902214085","0.7016767165614065"," ","0.7037478755821522","0.7049989463620214","0.7034763535111096",
"SYSTEM","Pump front axle","1.13","0.6365170723305373","0.6378128603561731","0.6388706188469748","0.6369599614132241","0.6369442121913088","0.6369705615210752","0.6354750551361115","0.6347893980530414","0.6348044243812971","0.6390462918964086","0.6381136113441709","0.6373079261378423"," ","0.6386588856473052","0.6381972205508949",
"SYSTEM","Filter front axle","1.14","0.4700371657303215","0.47011008411990074","0.4718594052473861","0.46999570379547584","0.47010077911785264","0.470008573982777","0.4687191953323434","0.46797661250322864","0.46799043329847584","0.47022238474270683","0.47110246920918897","0.47116048466050375","0.47081414798739474"," ","0.4712991866868658",
"SYSTEM","Cooler front axle","1.15","0.46812718867166564","0.46875682575173033","0.4689417515965161","0.46825202576700614","0.4685695134578346","0.4683308418903118","0.4677854372130703","0.467320491264866","0.46732126594189843","0.4688166250872797","0.46882898759000224","0.46936655637045394","0.470037509263626","0.4706521666720572"," ",
