;0,27308455;0,117821293;0,074707044;0,06296292;0,050629341;0,0090354;0,006352918;0,006098939;0,001519558;0,002607365;0,001563956;0,00126525;0,002545914;0,001164577;0,001095141;0,023449225;0,00533327
0,333724723;;0,648886025;0,12870049;0,134990284;0,095717754;0,014240895;0,008501091;0,008209917;0,007149022;0,01392904;0,011265643;0,005443654;0,013596494;0,006344415;0,003468023;0,037433468;0,007919901
0,001013574;0,001082542;;0,001200054;0,00516618;0,001277022;0,000880868;0,00102642;0,001020585;0,025026697;0,03208013;0,037030289;0,019931911;0,030888386;0,023402075;0,013190291;0,000732789;0,00112014
0,007891214;0,011440233;0,026776717;;0,016308746;0,020873132;0,001399374;0,000688315;0,000659998;0,000343224;0,000462953;0,000473357;0,00027585;0,000440203;0,000315184;0,000207294;0,001976161;0,000858625
0,032897698;0,057859564;0,083708298;0,077050856;;0,11906413;0,009930823;0,003112261;0,003077869;0,000705606;0,002001029;0,002012429;0,00059566;0,001948901;0,001399982;0,00034658;0,015857176;0,004211775
0,005300893;0,008427548;0,009722912;0,020859963;0,025110554;;0,002037787;0,000832655;0,000797978;0,000146329;0,000202745;0,000229168;0,000125285;0,000190244;0,000169973;0,00010015;0,002280396;0,001122498
0,005435043;0,007179816;0,004581129;0,008067014;0,012412958;0,011882035;;0,005246043;0,004998553;0,000397679;0,000440686;0,000442039;0,000357083;0,000403722;0,000323868;0,000330276;0,008727469;0,008183704
0,004359557;0,004888211;0,004158011;0,004296089;0,004989319;0,005296697;0,005245367;;0,725584519;0,000549977;0,000587367;0,00062487;0,000493966;0,000526428;0,000477743;0,000459208;0,005081391;0,005036337
0,005363509;0,006009144;0,004757183;0,005256199;0,006109465;0,006465143;0,006419697;0,931142936;;0,000666666;0,000716167;0,000757992;0,000597877;0,000643029;0,000574224;0,000555506;0,006294306;0,006055625
0,000687017;0,000697976;0,01717117;0,000739394;0,000686014;0,000736639;0,000563082;0,000740984;0,00070101;;0,289127811;0,282040115;0,085926025;0,069925223;0,055350007;0,009448277;0,000485571;0,000791351
0,000893511;0,000908156;0,036106564;0,000965802;0,000910791;0,000967869;0,000738538;0,000940417;0,000893866;0,352539303;;0,695321001;0,154526588;0,150354807;0,10689395;0,015133721;0,00063223;0,001042713
8,67335E-05;8,84034E-05;0,001951419;9,46782E-05;9,0907E-05;9,49977E-05;7,44637E-05;9,76626E-05;9,29646E-05;0,029679459;0,063734228;;0,027971504;0,018560181;0,013397916;0,001602926;6,33698E-05;0,000104648
6,35855E-05;6,49959E-05;0,001410896;6,96766E-05;7,64915E-05;7,01648E-05;5,50704E-05;7,31312E-05;6,96154E-05;0,00910073;0,013942219;0,027976609;;0,016844612;0,021340457;0,001435608;4,68711E-05;7,64368E-05
0,000326413;0,000330607;0,002942352;0,000357955;0,000325754;0,000363957;0,000275657;0,000309214;0,000300121;0,036603885;0,064584618;0,091458372;0,080380339;;0,120340123;0,009932632;0,000233206;0,000386447
6,20584E-05;6,35763E-05;0,002093797;6,81628E-05;7,72066E-05;6,89306E-05;5,44341E-05;7,29072E-05;6,9397E-05;0,005824794;0,009512077;0,013423643;0,021348619;0,025338656;;0,002042436;4,59817E-05;7,61457E-05
0,000420102;0,000433883;0,000781522;0,000468481;0,00044778;0,000477981;0,000398881;0,000538542;0,000512599;0,007821148;0,010560099;0,01252013;0,011405679;0,016663704;0,016297452;;0,000322445;0,00056908
0,034134338;0,045595405;0,026225233;0,027242767;0,045554294;0,031593143;0,020196365;0,010688687;0,010473969;0,000827915;0,001187861;0,001216427;0,000740804;0,001102076;0,000882583;0,00061291;;0,006521941
0,006786794;0,007969572;0,006063505;0,010204802;0,010750418;0,013543285;0,016581229;0,009756144;0,009111795;0,00106787;0,001149001;0,001315786;0,000962659;0,001032564;0,000945513;0,000900814;0,005740601;
