;0,024180556;0,123808174;0,064491345;0,047503792;0,039144724;0,018749517;0,016613692;0,010837826;0,032902723;0,016932143;0,018961408;0,028062996;0,027136643;0,024876521;0,000856544;0,000831397;0,021833515;0,000884272;0,000832496;0,001082753;0,001065258;0,000656884;0,000680911;0,000576085;0,000554867
0,017049596;;0,337238263;0,132191271;0,129972704;0,056536068;0,003081854;0,00321436;0,004172921;0,051808292;0,015207853;0,008915281;0,01538448;0,061501098;0,026623115;0,002447195;0,003802139;0,021451614;0,005167124;0,00259058;0,001830052;0,002070511;0,001981692;0,003304901;0,002988127;0,001083213
0,012342187;0,025731822;;0,025990609;0,012179597;0,007805775;0,001225042;0,0022882;0,001891227;0,004596264;0,003091516;0,004230534;0,005904622;0,006680283;0,001982277;0,000175547;0,000318719;0,001829177;0,000336256;0,000109481;0,000132963;0,000137996;0,000185113;0,000305225;0,000204967;8,19444E-05
0,007852539;0,011111389;0,024819932;;0,011845442;0,014637113;0,001335254;0,001862228;0,00133893;0,002878186;0,002427166;0,00306129;0,003997359;0,003639841;0,001336781;0,000103997;0,000110188;0,002933037;0,000145052;0,000130677;0,00013603;0,000132024;8,28321E-05;9,47221E-05;9,79594E-05;7,69806E-05
0,015628046;0,011388153;0,073595997;0,07838691;;0,113565204;0,012955065;0,015316836;0,007734153;0,031566248;0,029387562;0,028524091;0,039468658;0,039941557;0,013500599;0,000652148;0,000655769;0,002159124;0,000720774;0,000571702;0,000611936;0,000681558;0,000521412;0,000571573;0,000536207;0,000453821
0,004549656;0,005385844;0,011174623;0,017378631;0,019985803;;0,402592929;0,003731449;0,003732145;0,006055734;0,005542699;0,005951628;0,006799062;0,006521294;0,001810055;0,000405896;0,000414399;0,001863698;0,000456753;0,000349782;0,000392306;0,000387394;0,000323592;0,000365782;0,000329343;0,000302567
0,00527802;0,003963495;0,007269745;0,007551197;0,009653584;0,495687111;;0,006535815;0,006010427;0,008827062;0,012775749;0,015622962;0,010930608;0,008916452;0,004470789;0,00060413;0,000585317;0,002704826;0,000635299;0,000524003;0,000585679;0,000605041;0,000466096;0,000511122;0,000467468;0,000446531
0,004631812;0,003546514;0,00463632;0,003653073;0,002787486;0,003913424;0,004410532;;0,328777259;0,01825659;0,004437136;0,004619679;0,005172838;0,008726437;0,002549869;0,000435409;0,00032755;0,010644781;0,000331821;0,000367184;0,000547896;0,000539808;0,00025904;0,000284487;0,000251615;0,000241271
0,004629408;0,002143706;0,004672513;0,003537866;0,003538474;0,003411506;0,00339286;0,442291033;;0,005733594;0,005854873;0,009779794;0,014702759;0,009385109;0,003165286;0,000402154;0,000384404;0,002038762;0,00039624;0,000347255;0,000386153;0,000443981;0,000303296;0,000333648;0,000298886;0,000272508
0,024733171;0,007162271;0,026888941;0,019006316;0,029282113;0,020432791;0,010382525;0,007155839;0,007328743;;0,056171361;0,046809938;0,114909938;0,198425263;0,099228855;0,000520069;0,000502057;0,001028154;0,000564749;0,000488787;0,000487444;0,000581101;0,000416337;0,000437573;0,000436561;0,000360791
0,01876624;0,01338386;0,024568276;0,019446885;0,029799128;0,017552728;0,019289892;0,010395552;0,02054385;0,122611876;;0,198963812;0,085789908;0,058629167;0,058019321;0,000621216;0,000609135;0,002723197;0,000688142;0,000580157;0,000598007;0,000663247;0,000487667;0,000525009;0,000515717;0,000444389
0,04132333;0,016691792;0,037832105;0,028049772;0,038945587;0,02758357;0,032552385;0,014146374;0,043096231;0,075994818;0,250327924;;0,178048302;0,082374157;0,052874953;0,000793756;0,00080907;0,012211252;0,000863676;0,000769486;0,000883799;0,000938049;0,000641917;0,00071375;0,000651297;0,000560396
0,027054886;0,008590395;0,035228264;0,026191738;0,047949979;0,031313285;0,016984544;0,007337669;0,017245553;0,121497699;0,083385175;0,110907392;;0,213056481;0,065886781;0,000608481;0,000591987;0,001383331;0,000654446;0,000555462;0,000567095;0,000673394;0,000483016;0,000517471;0,000498087;0,00041755
0,014099838;0,016737736;0,016360097;0,012070085;0,019019782;0,013069056;0,004979307;0,002713035;0,007494332;0,07554087;0,020341937;0,02288865;0,075280267;;0,023274508;0,000281908;0,000288746;0,001798036;0,000424391;0,000343584;0,00027334;0,000298769;0,000208047;0,000229836;0,000285756;0,000201329
0,009951733;0,006158773;0,012000654;0,0081123;0,012366058;0,008762949;0,006554541;0,003486584;0,003435646;0,069957686;0,046464029;0,030562724;0,043043179;0,042695883;;0,010547365;0,004124094;0,00083305;0,003795498;0,00084267;0,001136212;0,001093588;0,000854418;0,001361751;0,00101536;0,001183942
0,000701269;0,029283589;0,004637556;0,002928137;0,002833686;0,001891289;0,000709908;0,000696905;0,000759876;0,001468121;0,000904382;0,000721482;0,000821903;0,001329975;0,082758275;;0,196617764;0,07520165;0,070157991;0,016675122;0,023276903;0,024606738;0,017026304;0,029356159;0,021773153;0,026421071
0,000809122;0,029001286;0,007248189;0,002893139;0,002929348;0,001565528;0,000763382;0,00082186;0,000806275;0,001518129;0,000857099;0,00076443;0,000879809;0,001782537;0,024448669;0,247531146;;0,108054747;0,065142862;0,024851332;0,036371048;0,037947871;0,025424896;0,046499986;0,032937426;0,034280464
0,000848682;0,103398244;0,005897829;0,010470879;0,008773554;0,006387828;0,000656143;0,000699577;0,001983397;0,004154586;0,00255137;0,001108758;0,001331657;0,001575247;0,002096702;0,074911537;0,095066095;;0,055221228;0,029630245;0,042790247;0,045219126;0,024460175;0,044697016;0,029868836;0,015793041
0,000236008;0,001550801;0,000602652;0,000376563;0,000365402;0,0003186;0,000245678;0,000308091;0,00028968;0,000268773;0,000240367;0,000244531;0,000254286;0,00031123;0,003637979;0,030244682;0,020521349;0,022952527;;0,006510837;0,008250374;0,008956033;0,00511249;0,007747258;0,005461551;0,004186534
0,000588517;0,004340403;0,000980976;0,00095663;0,000923748;0,000871845;0,000610138;0,00075892;0,000720159;0,000713982;0,000651939;0,000651758;0,000691687;0,000765321;0,001144072;0,019656412;0,022749976;0,036912347;0,019775138;;0,289923035;0,283078563;0,086620792;0,071296591;0,056408339;0,010282938
0,000826734;0,00991184;0,001327571;0,00156702;0,001525853;0,001342305;0,000805813;0,000973279;0,000945722;0,001064208;0,000916267;0,000864842;0,000921481;0,001011397;0,001659408;0,032404677;0,038836487;0,069131458;0,030556306;0,35355854;;0,69643085;0,155731482;0,152545159;0,108609539;0,016675073
8,72748E-05;0,002155538;0,000135891;0,000242073;0,000236953;0,000209328;9,03552E-05;9,36732E-05;9,10979E-05;0,000138976;0,000106094;9,17766E-05;9,97883E-05;0,000104857;0,000827309;0,003123328;0,004182178;0,00502161;0,002779028;0,029806226;0,063876483;;0,028080419;0,018776255;0,01356188;0,001735101
6,1838E-05;0,000416523;8,67666E-05;9,25009E-05;8,64949E-05;8,8671E-05;6,58197E-05;6,78897E-05;6,516E-05;6,91856E-05;6,31817E-05;6,26254E-05;6,64108E-05;6,72724E-05;0,000630908;0,002148257;0,002793558;0,002702732;0,001664835;0,009172751;0,014055421;0,028083856;;0,016980698;0,021434907;0,001518168
0,000325971;0,006168266;0,000421679;0,000747223;0,000732356;0,000629372;0,000316497;0,000328008;0,000331411;0,000473154;0,000383913;0,000339356;0,000368256;0,000379501;0,001392919;0,017051519;0,022797194;0,033012945;0,012415197;0,037521663;0,065813853;0,092680383;0,081119564;;0,121250948;0,010868929
6,30233E-05;0,00144063;9,91563E-05;0,000166553;0,000164174;0,000146366;6,72831E-05;6,80717E-05;6,56138E-05;9,84548E-05;7,60006E-05;6,66439E-05;7,21825E-05;7,55573E-05;0,00080412;0,002730977;0,003603102;0,003287453;0,00182918;0,005926009;0,0096548;0,01355836;0,021435584;0,025500646;;0,002153646
0,000451421;0,004681242;0,001789724;0,000832992;0,000799676;0,000642976;0,000506759;0,00047529;0,000471812;0,00056532;0,000452684;0,000456469;0,000492646;0,00065309;0,010039892;0,027614004;0,027152483;0,012103469;0,011049443;0,008557157;0,011648559;0,013583946;0,012135624;0,01804597;0,017249496;
